7.305464229484559535e-01,4.761910645812917231e+00,-5.988611002791915938e-01,-2.942237087721220501e+00
7.003630770296049857e-01,4.237517403714668340e+00,-3.018334591885095120e-01,-5.243932420982486242e+00
5.905415181471453945e-01,3.428401364072604540e+00,-1.098215588824595468e+00,-8.091160396420638889e+00
3.961910784032244837e-01,2.371940378548707429e+00,-1.943504397439208775e+00,-1.056460985523896845e+01
2.610793716348316362e-01,1.584806478607126978e+00,-1.351117067683928363e+00,-7.871338999415804061e+00
1.493401366326660151e-01,1.035477119651714517e+00,-1.117392350021656044e+00,-5.493293589554124168e+00
9.856909693085873225e-02,6.160218090435953808e-01,-5.077103970180727455e-01,-4.194553106081190919e+00
-2.225809419810817653e-03,4.288273120415012074e-01,-1.007949063506695442e+00,-1.871944970020941845e+00
-6.129220317708145016e-02,2.500246990955602988e-01,-5.906639375727062991e-01,-1.788026129459408864e+00
-1.268397504910034612e-01,1.444355002129524834e-01,-6.554754731392201661e-01,-1.055891988826078043e+00
-1.966915378658245506e-01,8.287090367225198595e-02,-6.985178737482107270e-01,-6.156459654070050025e-01
-2.691146255945321975e-01,4.689696973035073491e-02,-7.242308772870765798e-01,-3.597393394190124827e-01
-3.429992054464793272e-01,2.544669634373334863e-02,-7.388457985194711863e-01,-2.145027338661738558e-01
-4.176646810842160606e-01,1.186960358104307764e-02,-7.466547563773671126e-01,-1.357709276269027099e-01
-4.926778361825874808e-01,1.959801158910054551e-03,-7.501315509837144235e-01,-9.909802422133022481e-02
-5.677242614097316453e-01,-7.329712064159813259e-03,-7.504642522714416453e-01,-9.289513223069867376e-02
-6.425127726608608203e-01,-1.882080224418953771e-02,-7.478851125112914167e-01,-1.149109018002972410e-01
-7.166873859045932438e-01,-3.596620956997530205e-02,-7.417461324373240128e-01,-1.714540732578576365e-01
-8.437313346801245117e-01,6.252256113642606916e-02,-1.270439487755312902e+00,9.848877070640136289e-01
-1.026412527608774772e+00,3.044942391875536947e-01,-1.826811929286501934e+00,2.419716780511276255e+00
-1.020916210886222197e+00,1.926707890282360891e-01,5.496316722552500172e-02,-1.118234501593176056e+00
-1.015917653004040577e+00,1.270224040893390693e-01,4.998557882181596523e-02,-6.564838493889700866e-01
-1.012095857902508778e+00,9.382207233318069772e-02,3.821795101531829525e-02,-3.320033175615837440e-01
-1.009190014121760015e+00,8.458938030854509793e-02,2.905843780748721891e-02,-9.232692024635603956e-02
-1.006999030143578278e+00,9.652132393547657729e-02,2.190983978181728145e-02,1.193194362693148214e-01
-9.539109042099052083e-01,1.184049929839619576e-02,5.308812593367305821e-01,-8.468082463708037633e-01
-9.553467302692755236e-01,5.834919242179875676e-02,-1.435826059370364990e-02,4.650869312340256134e-01
-9.045511999684988647e-01,-4.290552262110195955e-03,5.079553030077663678e-01,-6.263974468390894890e-01
-9.077620460678481606e-01,5.914405819372210715e-02,-3.210846099349312643e-02,6.343461045583229652e-01
-8.587302428547977096e-01,1.343449236641808785e-02,4.903180321305041778e-01,-4.570956582730401618e-01
-8.101989972347183322e-01,-2.759160071697046301e-02,4.853124562007935516e-01,-4.102609308338854843e-01
-7.608899576939616161e-01,-7.639532250050395934e-02,4.930903954075667728e-01,-4.880372178353348800e-01
-7.632500191053693817e-01,-2.162730597252610770e-02,-2.360061411407820761e-02,5.476801652797784747e-01
-7.648723300016201376e-01,2.593589260438338914e-02,-1.622310896250793097e-02,4.756319857690949338e-01
-7.132158833328084979e-01,-4.571808210152251278e-02,5.165644666881162861e-01,-7.165397470590589846e-01
-7.142789022110164199e-01,-3.869623726236453339e-03,-1.063018878207909294e-02,4.184845837528605728e-01
-7.151683044422689761e-01,3.629419439676116743e-02,-8.894022312525541596e-03,4.016381812299761878e-01
-6.631228328142684258e-01,-3.946676297086760404e-02,5.204547162800056137e-01,-7.576095736762876731e-01
-6.640047601375561603e-01,2.672324911150111859e-04,-8.819273232877129776e-03,3.973399546198261301e-01
-6.648442316790529327e-01,3.959382130424601159e-02,-8.394715414967229491e-03,3.932658881313099708e-01
-6.128566137435284000e-01,-3.597131980308258814e-02,5.198761793552451049e-01,-7.556514110732859280e-01
-6.139066538444672982e-01,5.033543450545773998e-03,-1.050040100938856753e-02,4.100486325362835971e-01
-6.150604960804213484e-01,4.705672936921018179e-02,-1.153842235954039355e-02,4.202318591866440745e-01
-5.636239275770320578e-01,-2.353028545924883835e-02,5.143656850338931275e-01,-7.058701482845901598e-01
-5.656072657456838737e-01,2.620430024004621883e-02,-1.983338168651832198e-02,4.973458569929505302e-01
-5.143166877642140200e-01,-4.322462173325498230e-02,5.129057798146989811e-01,-6.942892197330119419e-01
-5.158203335565952896e-01,1.589094248146023574e-03,-1.503645792381223638e-02,4.481371598140100332e-01
-5.173157207381671174e-01,4.633195724655046061e-02,-1.495387181571792949e-02,4.474286299840443126e-01
-4.661920792616668363e-01,-2.179810857731552531e-02,5.112364147650028112e-01,-6.813006582386598176e-01
-4.685383277978882322e-01,3.089037959432642394e-02,-2.346248536221410066e-02,5.268848817164194509e-01
-4.177546908066013254e-01,-3.418210975385123362e-02,5.078363699128688458e-01,-6.507248934817765340e-01
-4.200444658239579354e-01,1.772014749103276859e-02,-2.289775017356637452e-02,5.190225724488399806e-01
-3.687883685358467889e-01,-5.216999868613429042e-02,5.125609728811112431e-01,-6.989014617716705624e-01
-3.700407802445512262e-01,-1.058695815719980921e-02,-1.252411708704426890e-02,4.158304052893447844e-01
-3.709113494239850151e-01,2.728309008053965423e-02,-8.705691794338121098e-03,3.787004823773946205e-01
-3.725808172547047104e-01,7.293867735812496755e-02,-1.669467830719705004e-02,4.565558727758531332e-01
-3.224997217453203224e-01,1.403839144038429576e-02,5.008109550938437682e-01,-5.890028591774066902e-01
