-8.605748176574707031e+00,-2.039540481567382812e+01,-2.230994224548339844e+01,-1.672062110900878906e+01,-8.441349983215332031e+00,-8.884308338165283203e-01,-4.752507209777832031e+00,-7.963975429534912109e+00,-8.085066795349121094e+00,-5.352075576782226562e+00,-1.767848849296569824e+00
-1.093623657226562500e+02,-4.692859191894531250e+02,-8.385335693359375000e+02,-1.055719238281250000e+03,-7.750280761718750000e+02,-2.936334838867187500e+02,-2.290213956257503014e-07,-8.424124644079711288e-06,-4.443204879760742188e+00,-9.868446588516235352e-01,1.268415832519531250e+01
-8.689200439453125000e+02,-4.781553955078125000e+02,-6.166857299804687500e+02,-1.243701416015625000e+03,-9.186903076171875000e+02,4.362871093750000000e+02,1.008110839843750000e+03,7.411897583007812500e+02,3.772685241699218750e+02,4.020984649658203125e+01,6.020044326782226562e+00
-4.830404968261718750e+02,-6.569268188476562500e+02,-1.305500732421875000e+03,-9.601893310546875000e+02,4.538216552734375000e+02,1.034476074218750000e+03,7.349232788085937500e+02,3.399291076660156250e+02,1.154970550537109375e+01,1.961854553222656250e+01,8.108057975769042969e+00
-1.105789062500000000e+03,-2.240613525390625000e+03,-1.653272583007812500e+03,8.473965454101562500e+02,1.827979980468750000e+03,1.078188598632812500e+03,-1.637419700273312628e-06,3.663100585937500000e+02,4.074610595703125000e+02,1.211472320556640625e+02,-1.693386459350585938e+01
-2.198828613281250000e+03,-1.568344116210937500e+03,7.550666503906250000e+02,1.508245727539062500e+03,7.239992065429687500e+02,-1.430267843716137577e-06,4.115213012695312500e+02,4.091665649414062500e+02,1.060912322998046875e+02,-1.057665157318115234e+01,-1.047347354888916016e+01
-1.970710327148437500e+03,8.688770141601562500e+02,1.504942993164062500e+03,6.934943939995719120e-06,-1.734736201797204558e-06,7.888234252929687500e+02,7.090357055664062500e+02,1.690110931396484375e+02,-1.063549613952636719e+01,3.240590989589691162e-01,4.279518127441406250e-01
1.129055053710937500e+03,1.812334350585937500e+03,1.444158783669990953e-06,-2.397586058577871881e-06,1.315629272460937500e+03,1.160850952148437500e+03,2.798821105957031250e+02,-1.679232025146484375e+01,-1.854500293731689453e+00,5.073107242584228516e+00,3.396232128143310547e-01
2.046642456054687500e+03,-1.906644115479139145e-06,-2.871982133001438342e-06,1.678935913085937500e+03,1.475084838867187500e+03,3.571724853515625000e+02,-2.159718513488769531e+01,-4.714148521423339844e+00,7.358686923980712891e+00,9.129223823547363281e-01,4.029820251464843750e+01
-7.959655704325996339e-06,-3.566491614037659019e-06,2.237697753906250000e+03,1.953523315429687500e+03,4.724970397949218750e+02,-2.811063385009765625e+01,-1.074054241180419922e+01,1.166437053680419922e+01,2.031618833541870117e+00,1.623186340332031250e+02,1.850781440734863281e+00
-4.612933480530045927e-06,3.104183349609375000e+03,2.691262207031250000e+03,6.481304321289062500e+02,-3.746475219726562500e+01,-1.829606246948242188e+01,1.894589233398437500e+01,3.922699451446533203e+00,3.817952270507812500e+02,4.940727233886718750e+00,6.397867202758789062e+00
4.185755859375000000e+03,3.608046142578125000e+03,8.640188598632812500e+02,-4.842906570434570312e+01,-2.878764533996582031e+01,2.850262069702148438e+01,6.360228538513183594e+00,6.575454101562500000e+02,1.011531066894531250e+01,1.692457199096679688e+01,-1.510788917541503906e+00
4.171721191406250000e+03,9.954498901367187500e+02,-5.484416961669921875e+01,-3.573787689208984375e+01,3.457635879516601562e+01,7.866116523742675781e+00,8.228491821289062500e+02,1.371250057220458984e+01,2.426555824279785156e+01,-1.778672575950622559e+00,-1.054582786560058594e+01
2.446175689697265625e+02,2.926846718764863908e-05,-8.062084816629067063e-06,8.632518053054809570e-01,1.635117492675781250e+02,2.650980224609375000e+02,3.086648254394531250e+02,2.980450134277343750e+02,2.876440525054931641e+00,-1.179948806762695312e+01,-1.407206916809082031e+01
3.714050035341642797e-05,-2.821080443027312867e-06,2.665334932316909544e-06,-4.083097337570507079e-06,-1.278836748497269582e-06,1.007067108154296875e+02,1.261330566406250000e+02,1.575371811668446753e-06,-7.215710639953613281e+00,-9.922624588012695312e+00,4.834066390991210938e+01
-1.504453659057617188e+01,7.296383955690544099e-06,-2.495939043001271784e-05,1.203649571834830567e-05,-5.222285835770890117e-06,1.545999225527339149e-06,-5.852145932294661179e-07,-5.960283279418945312e-01,-5.617975148197729141e-06,1.270925064086914062e+02,5.293967247009277344e+00
6.413211822509765625e+01,1.761995361328125000e+03,-7.432359439007996116e-07,-8.414004696533083916e-06,8.190286280296277255e-06,4.572682428261032328e-07,2.295113563537597656e+00,-6.292951583862304688e+00,4.404090118408203125e+01,1.338885784149169922e+01,2.558364105224609375e+01
2.690527343750000000e+03,-1.050803689395252150e-06,-1.429595977242570370e-05,1.527226777398027480e-05,4.333893230068497360e-06,-4.969186782836914062e+00,-3.137826538085937500e+01,6.300100708007812500e+01,3.884051513671875000e+01,6.967767333984375000e+01,-9.383252859115600586e-01
-1.430964630344533361e-06,-2.150335421902127564e-05,2.379747093073092401e-05,9.104333003051578999e-06,6.992025756835937500e+01,-5.541781234741210938e+01,8.338361358642578125e+01,7.285452270507812500e+01,1.258968734741210938e+02,5.673678588867187500e+01,2.242347955703735352e+00
-2.975001189042814076e-05,3.330784602439962327e-05,1.458206043025711551e-05,1.601361999511718750e+02,-8.200668334960937500e+01,1.029279708862304688e+02,1.058295364379882812e+02,1.792132568359375000e+02,8.821752929687500000e+01,3.535239410400390625e+01,1.249342060089111328e+01
4.005235678050667048e-05,1.867298306024167687e-05,2.318760223388671875e+02,-1.006926651000976562e+02,1.136593399047851562e+02,1.193496246337890625e+02,2.010500030517578125e+02,9.764198303222656250e+01,3.619519042968750000e+01,1.080234909057617188e+01,3.907985687255859375e+00
2.268457683385349810e-05,3.080500183105468750e+02,-1.186726837158203125e+02,1.224501953125000000e+02,1.866258087158203125e+02,3.034230041503906250e+02,1.984604797363281250e+02,1.297037811279296875e+02,9.529920959472656250e+01,7.614693450927734375e+01,1.806634140014648438e+01
5.121865844726562500e+02,-1.720271453857421875e+02,1.549521179199218750e+02,4.188994140625000000e+02,6.568197021484375000e+02,5.437843627929687500e+02,4.483311767578125000e+02,3.826711730957031250e+02,3.189863891601562500e+02,7.442633819580078125e+01,-9.172898101806640625e+01
-2.472860870361328125e+02,2.031752166748046875e+02,7.476072387695312500e+02,1.157377685546875000e+03,1.029850341796875000e+03,8.947678222656250000e+02,7.843447265625000000e+02,6.585379638671875000e+02,1.542725830078125000e+02,-2.379755096435546875e+02,-4.234242439270019531e-01
2.535053253173828125e+02,1.095347290039062500e+03,1.687669677734375000e+03,1.545297241210937500e+03,1.368265014648437500e+03,1.209959472656250000e+03,1.017715393066406250e+03,2.391624755859375000e+02,-3.910046997070312500e+02,-5.013118743896484375e+00,-6.171366691589355469e+00
